# Output table from Spectronaut filtered for the comparison of Geriatric (26m) vs. Young (y) mouse crypts. Related to Figure 2 and S2.,,,,,,,,,,
,,,,,,,,,,
Comparison (group1/group2),Group,Genes,ProteinDescriptions,ProteinNames,# Unique Peptides,AVG Log Ratio,Absolute AVG Log Ratio,% Change,Ratio,Qvalue
26m / y,Q99JI4,Psmd6,26S proteasome non-ATPase regulatory subunit 6,PSMD6_MOUSE,21,-0.144244015,0.144244015,10.51513926,1.105151393,0.076186567
26m / y,P62242,Rps8,40S ribosomal protein S8,RS8_MOUSE,22,-0.151848972,0.151848972,11.09924186,1.110992419,0.076245564
26m / y,P59113,Fermt1,Fermitin family homolog 1,FERM1_MOUSE,15,-0.173404366,0.173404366,12.77164499,1.12771645,0.076504967
26m / y,Q9CWJ9,Atic,Bifunctional purine biosynthesis protein PURH,PUR9_MOUSE,44,0.163557678,0.163557678,-10.71793371,0.892820663,0.076553923
26m / y,Q99JT1,Gatb,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",GATB_MOUSE,10,-0.235658884,0.235658884,17.74443575,1.177444358,0.076716027
26m / y,Q9D8T7,Slirp,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP_MOUSE,9,0.301751316,0.301751316,-18.87330144,0.811266986,0.076786339
26m / y,P62073,Timm10,Mitochondrial import inner membrane translocase subunit Tim10,TIM10_MOUSE,8,0.38544035,0.38544035,-23.44547023,0.765545298,0.076894581
26m / y,Q3U1V6,Uevld,Ubiquitin-conjugating enzyme E2 variant 3,UEVLD_MOUSE,4,-0.498920828,0.498920828,41.31560909,1.413156091,0.076894581
26m / y,Q9CT10,Ranbp3,Ran-binding protein 3,RANB3_MOUSE,21,-0.217286721,0.217286721,16.25451285,1.162545129,0.076894581
26m / y,P56654,Cyp2c37,Cytochrome P450 2C37,CP237_MOUSE,3,0.829648077,0.829648077,-43.73335209,0.562666479,0.077164664
26m / y,P50543,S100a11,Protein S100-A11,S10AB_MOUSE,6,0.43426168,0.43426168,-25.99275994,0.740072401,0.077187562
26m / y,Q8VDD5,Myh9,Myosin-9,MYH9_MOUSE,178,0.05765811,0.05765811,-3.917746709,0.960822533,0.077187562
26m / y,Q922M7,NaN,Ashwin,ASHWN_MOUSE,1,-0.796271265,0.796271265,73.66069522,1.736606952,0.077187562
26m / y,Q9JJF9,Sppl2a,Signal peptide peptidase-like 2A,SPP2A_MOUSE,5,0.378449947,0.378449947,-23.07363447,0.769263655,0.077334982
26m / y,Q6P1F6,Ppp2r2a,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,2ABA_MOUSE,16,-0.121590294,0.121590294,8.793343928,1.087933439,0.077383184
26m / y,P39749,Fen1,Flap endonuclease 1,FEN1_MOUSE,12,0.277633637,0.277633637,-17.50569892,0.824943011,0.077598533
26m / y,Q9D1R1,Tmem126b,"Complex I assembly factor TMEM126B, mitochondrial",T126B_MOUSE,4,-0.569416821,0.569416821,48.39236046,1.483923605,0.077784595
26m / y,Q9D198,Syf2,Pre-mRNA-splicing factor SYF2,SYF2_MOUSE,8,-0.457758188,0.457758188,37.3406016,1.373406016,0.078091059
26m / y,Q91V81,Rbm42,RNA-binding protein 42,RBM42_MOUSE,8,-0.28574875,0.28574875,21.90427753,1.219042775,0.078487856
26m / y,Q91WL8,Wwox,WW domain-containing oxidoreductase,WWOX_MOUSE,3,0.480245352,0.480245352,-28.31442984,0.716855702,0.078519778
26m / y,Q80XC3,Usp6nl,USP6 N-terminal-like protein,US6NL_MOUSE,6,0.421439439,0.421439439,-25.33207416,0.746679258,0.078619483
26m / y,Q62095,Ddx3y,ATP-dependent RNA helicase DDX3Y,DDX3Y_MOUSE,6,0.203239799,0.203239799,-13.14022014,0.868597799,0.078660098
26m / y,Q8BK64,Ahsa1,Activator of 90 kDa heat shock protein ATPase homolog 1,AHSA1_MOUSE,19,-0.303965539,0.303965539,23.45331176,1.234533118,0.078680237
26m / y,Q9CR47,Nsa2,Ribosome biogenesis protein NSA2 homolog,NSA2_MOUSE,6,-0.403726965,0.403726965,32.2921049,1.322921049,0.079112365
26m / y,P19973,Lsp1,Lymphocyte-specific protein 1,LSP1_MOUSE,6,-0.902847886,0.902847886,86.97532433,1.869753243,0.079543563
26m / y,Q8K284,Gtf3c1,General transcription factor 3C polypeptide 1,TF3C1_MOUSE,11,-0.183717355,0.183717355,13.5806722,1.135806722,0.079543563
26m / y,Q91WM3,Rrp9,U3 small nucleolar RNA-interacting protein 2,U3IP2_MOUSE,13,-0.246642083,0.246642083,18.64424176,1.186442418,0.079546585
26m / y,P97858,Slc35b1,Solute carrier family 35 member B1,S35B1_MOUSE,3,-1.310933948,1.310933948,148.1021002,2.481021002,0.07979793
26m / y,P97355,Sms,Spermine synthase,SPSY_MOUSE,6,0.578845978,0.578845978,-33.05008996,0.6694991,0.080123431
26m / y,Q0VG18,Smim24,Small integral membrane protein 24,SIM24_MOUSE,8,-0.540933192,0.540933192,45.4913308,1.454913308,0.080165516
26m / y,Q8BS95,Gpr89a,Golgi pH regulator,GPHR_MOUSE,4,-0.237684682,0.237684682,17.90988582,1.179098858,0.080195745
26m / y,Q5ND52,Rnmtl1,"rRNA methyltransferase 3, mitochondrial",MRM3_MOUSE,5,-0.281008691,0.281008691,21.50441111,1.215044111,0.080293079
26m / y,Q99J95,Cdk9,Cyclin-dependent kinase 9,CDK9_MOUSE,5,-0.252106786,0.252106786,19.09449978,1.190944998,0.080768572
26m / y,P84089,Erh,Enhancer of rudimentary homolog,ERH_MOUSE,7,0.594969392,0.594969392,-33.79414987,0.662058501,0.080825612
26m / y,Q9CR20,Ier3ip1,Immediate early response 3-interacting protein 1,IR3IP_MOUSE,2,-0.288100988,0.288100988,22.10319811,1.221031981,0.081024974
26m / y,Q9DCH4,Eif3f,Eukaryotic translation initiation factor 3 subunit F,EIF3F_MOUSE,16,0.187020615,0.187020615,-12.15820836,0.878417916,0.081082785
26m / y,Q9EPV8,Ubl5,Ubiquitin-like protein 5,UBL5_MOUSE,5,0.468990535,0.468990535,-27.7530061,0.722469939,0.081085561
26m / y,Q9JMD0,Znf207,BUB3-interacting and GLEBS motif-containing protein ZNF207,ZN207_MOUSE,10,-0.208397061,0.208397061,15.54037327,1.155403733,0.081134235
26m / y,A3KGB4,Tbc1d8b,TBC1 domain family member 8B,TBC8B_MOUSE,4,-0.675660312,0.675660312,59.7327692,1.597327692,0.081584318
26m / y,P97351,Rps3a,40S ribosomal protein S3a,RS3A_MOUSE,33,0.138453171,0.138453171,-9.150729862,0.908492701,0.081584318
26m / y,P27046,Man2a1,Alpha-mannosidase 2,MA2A1_MOUSE,49,-0.094353788,0.094353788,6.7587107,1.067587107,0.081825114
26m / y,Q8CEI1,Bola3,BolA-like protein 3,BOLA3_MOUSE,7,-0.483522922,0.483522922,39.81536573,1.398153657,0.081825114
26m / y,P17879,Hspa1b,Heat shock 70 kDa protein 1B,HS71B_MOUSE,24,-0.692070305,0.692070305,61.56002847,1.615600285,0.081981916
26m / y,Q9DAS9,Gng12,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GBG12_MOUSE,8,-0.366190255,0.366190255,28.89445982,1.288944598,0.082141402
26m / y,E9Q735,Ube4a,Ubiquitin conjugation factor E4 A,UBE4A_MOUSE,10,0.248096049,0.248096049,-15.79931057,0.842006894,0.08224067
26m / y,O09131,Gsto1,Glutathione S-transferase omega-1,GSTO1_MOUSE,23,0.129504979,0.129504979,-8.58549397,0.91414506,0.08224067
26m / y,O70570,Pigr,Polymeric immunoglobulin receptor,PIGR_MOUSE,41,-0.137613297,0.137613297,10.00837007,1.100083701,0.08224067
26m / y,Q4KL71;Q9CQK8,Sprr2a3;Sprr2a,Small proline-rich protein 2A3;Small proline-rich protein 2A,SP2A3_MOUSE;SPR2A_MOUSE,1,1.261895657,1.261895657,-58.30043198,0.41699568,0.08224067
26m / y,Q9DC33,Hmg20a,High mobility group protein 20A,HM20A_MOUSE,3,-0.246193945,0.246193945,18.60739358,1.186073936,0.08224067
26m / y,Q9DCR2,Ap3s1,AP-3 complex subunit sigma-1,AP3S1_MOUSE,5,0.2011877,0.2011877,-13.01658233,0.869834177,0.082300603
26m / y,P53798,Fdft1,Squalene synthase,FDFT_MOUSE,9,0.31841442,0.31841442,-19.80492303,0.80195077,0.082315382
26m / y,Q8VHC3,Selm,Selenoprotein M,SELM_MOUSE,7,-0.404490143,0.404490143,32.36210522,1.323621052,0.082398632
26m / y,Q8C7E9,Cstf2t,Cleavage stimulation factor subunit 2 tau variant,CSTFT_MOUSE,4,-0.302116364,0.302116364,23.29517683,1.232951768,0.082446039
26m / y,Q921E6,Eed,Polycomb protein EED,EED_MOUSE,11,-0.272278339,0.272278339,20.77135728,1.207713573,0.08278304
26m / y,Q61189,Clns1a,Methylosome subunit pICln,ICLN_MOUSE,6,-0.719174922,0.719174922,64.62402791,1.646240279,0.082917803
26m / y,Q921H8,Acaa1a,"3-ketoacyl-CoA thiolase A, peroxisomal",THIKA_MOUSE,27,0.183187842,0.183187842,-11.92453097,0.88075469,0.083011571
26m / y,Q08943,Ssrp1,FACT complex subunit SSRP1,SSRP1_MOUSE,27,0.148971692,0.148971692,-9.810692503,0.901893075,0.083063365
26m / y,Q3UIA2,Arhgap17,Rho GTPase-activating protein 17,RHG17_MOUSE,16,-0.20645009,0.20645009,15.38455239,1.153845524,0.083076767
26m / y,P70296,Pebp1,Phosphatidylethanolamine-binding protein 1,PEBP1_MOUSE,15,0.16533345,0.16533345,-10.8277608,0.891722392,0.083167832
26m / y,Q03249,Galt,Galactose-1-phosphate uridylyltransferase,GALT_MOUSE,5,-0.236467302,0.236467302,17.81043263,1.178104326,0.083299851
26m / y,Q8BGX2,NaN,Uncharacterized protein C19orf52 homolog,CS052_MOUSE,9,0.196353897,0.196353897,-12.72465242,0.872753476,0.083465767
26m / y,Q9CZL2,NaN,Uncharacterized protein C4orf32 homolog,CD032_MOUSE,4,-0.494459748,0.494459748,40.87931,1.4087931,0.083465767
26m / y,Q91XV3,Basp1,Brain acid soluble protein 1,BASP1_MOUSE,5,0.423434883,0.423434883,-25.43527871,0.745647213,0.083647057
26m / y,Q99K85,Psat1,Phosphoserine aminotransferase,SERC_MOUSE,12,0.363022596,0.363022596,-22.2466142,0.777533858,0.083664498
26m / y,Q9Z0Z7,Klf5,Krueppel-like factor 5,KLF5_MOUSE,9,-0.205470547,0.205470547,15.30623664,1.153062366,0.083688877
26m / y,P51670,Ccl9,C-C motif chemokine 9,CCL9_MOUSE,1,0.829986632,0.829986632,-43.74655452,0.562534455,0.083729757
26m / y,Q8CI59,Steap3,Metalloreductase STEAP3,STEA3_MOUSE,8,0.453339785,0.453339785,-26.9649844,0.730350156,0.083759443
26m / y,Q9CWL8,Ctnnbl1,Beta-catenin-like protein 1,CTBL1_MOUSE,16,-0.137364581,0.137364581,9.989406672,1.099894067,0.083836993
26m / y,Q9DBF1,Aldh7a1,Alpha-aminoadipic semialdehyde dehydrogenase,AL7A1_MOUSE,2,-1.238109946,1.238109946,135.8892946,2.358892946,0.083879967
26m / y,Q7TMB8,Cyfip1,Cytoplasmic FMR1-interacting protein 1,CYFP1_MOUSE,33,0.114050418,0.114050418,-7.600971898,0.923990281,0.084081555
26m / y,Q05D44,Eif5b,Eukaryotic translation initiation factor 5B,IF2P_MOUSE,37,-0.154224396,0.154224396,11.28231948,1.112823195,0.084094981
26m / y,Q8BFS6,Cpped1,Serine/threonine-protein phosphatase CPPED1,CPPED_MOUSE,11,0.204019457,0.204019457,-13.18714806,0.868128519,0.084248163
26m / y,Q9JLB2,Mpp5,MAGUK p55 subfamily member 5,MPP5_MOUSE,17,0.301804811,0.301804811,-18.87630957,0.811236904,0.084346107
26m / y,Q3UJ81,Cnep1r1,Nuclear envelope phosphatase-regulatory subunit 1,NEPR1_MOUSE,2,-0.458302766,0.458302766,37.3924537,1.373924537,0.084456807
26m / y,Q9JIK9,Mrps34,"28S ribosomal protein S34, mitochondrial",RT34_MOUSE,12,-0.173561171,0.173561171,12.78390268,1.127839027,0.084535162
26m / y,O70370,Ctss,Cathepsin S,CATS_MOUSE,8,0.253043115,0.253043115,-16.08754406,0.839124559,0.084553283
26m / y,Q921S7,Mrpl37,"39S ribosomal protein L37, mitochondrial",RM37_MOUSE,28,-0.116396382,0.116396382,8.402376296,1.084023763,0.084590008
26m / y,Q8VE80,Thoc3,THO complex subunit 3,THOC3_MOUSE,12,-0.223168001,0.223168001,16.72940243,1.167294024,0.084660865
26m / y,O88630,Gosr1,Golgi SNAP receptor complex member 1,GOSR1_MOUSE,10,-0.174052387,0.174052387,12.8223105,1.128223105,0.08488653
26m / y,Q9D6Z1,Nop56,Nucleolar protein 56,NOP56_MOUSE,31,-0.138822824,0.138822824,10.10063761,1.101006376,0.08496744
26m / y,Q9DB60,Fam213b,Prostamide/prostaglandin F synthase,PGFS_MOUSE,9,0.212808549,0.212808549,-13.71441591,0.862855841,0.085041804
26m / y,O88878,Zfand5,AN1-type zinc finger protein 5,ZFAN5_MOUSE,1,-0.854792535,0.854792535,80.84986679,1.808498668,0.085127069
26m / y,Q06180,Ptpn2,Tyrosine-protein phosphatase non-receptor type 2,PTN2_MOUSE,10,-0.167694718,0.167694718,12.32621893,1.123262189,0.085127069
26m / y,Q99KK9,Hars2,"Probable histidine--tRNA ligase, mitochondrial",SYHM_MOUSE,16,-0.204579979,0.204579979,15.23508069,1.152350807,0.085127069
26m / y,Q8BJY1,Psmd5,26S proteasome non-ATPase regulatory subunit 5,PSMD5_MOUSE,11,0.561591923,0.561591923,-32.24458873,0.677554113,0.085186872
26m / y,P27784,Ccl6,C-C motif chemokine 6,CCL6_MOUSE,12,-0.297480583,0.297480583,22.89963092,1.228996309,0.08542352
26m / y,Q8R3V5,Sh3glb2,Endophilin-B2,SHLB2_MOUSE,4,0.196960688,0.196960688,-12.76135227,0.872386477,0.08547325
26m / y,Q9R100,Cdh17,Cadherin-17,CAD17_MOUSE,45,0.138457596,0.138457596,-9.151008553,0.908489914,0.08547325
26m / y,Q8VBV3,Exosc2,Exosome complex component RRP4,EXOS2_MOUSE,8,-0.204628259,0.204628259,15.23893709,1.152389371,0.085626281
26m / y,P30285,Cdk4,Cyclin-dependent kinase 4,CDK4_MOUSE,4,0.443254262,0.443254262,-26.45262592,0.735473741,0.08570956
26m / y,Q05512,Mark2,Serine/threonine-protein kinase MARK2,MARK2_MOUSE,26,0.20630157,0.20630157,-13.32436355,0.866756364,0.085852234
26m / y,Q8VE97,Srsf4,Serine/arginine-rich splicing factor 4,SRSF4_MOUSE,11,-0.166874796,0.166874796,12.26239913,1.122623991,0.085935545
26m / y,Q80ZM8,Crls1,Cardiolipin synthase (CMP-forming),CRLS1_MOUSE,2,-0.148288444,0.148288444,10.82539033,1.108253903,0.086212583
26m / y,Q9D8P4,Mrpl17,"39S ribosomal protein L17, mitochondrial",RM17_MOUSE,6,0.580320776,0.580320776,-33.11849466,0.668815053,0.086216164
26m / y,Q99JF8,Psip1,PC4 and SFRS1-interacting protein,PSIP1_MOUSE,18,-0.194743603,0.194743603,14.45207377,1.144520738,0.086216667
26m / y,O35841,Api5,Apoptosis inhibitor 5,API5_MOUSE,20,0.200752348,0.200752348,-12.99032998,0.8700967,0.086331864
26m / y,P63254,Crip1,Cysteine-rich protein 1,CRIP1_MOUSE,6,0.362957805,0.362957805,-22.24312228,0.777568777,0.086446756
26m / y,P06728,Apoa4,Apolipoprotein A-IV,APOA4_MOUSE,27,0.272890359,0.272890359,-17.23402865,0.827659714,0.086493481
26m / y,P46737,Brcc3,Lys-63-specific deubiquitinase BRCC36,BRCC3_MOUSE,9,-0.239590123,0.239590123,18.06571833,1.180657183,0.086501487
26m / y,Q8JZX4,Rbm17,Splicing factor 45,SPF45_MOUSE,15,-0.195043653,0.195043653,14.47587983,1.144758798,0.086508054
26m / y,O09051,Guca2b,Guanylate cyclase activator 2B,GUC2B_MOUSE,7,0.470546424,0.470546424,-27.83087964,0.721691204,0.086714884
26m / y,Q99LB7,Sardh,"Sarcosine dehydrogenase, mitochondrial",SARDH_MOUSE,5,0.388420254,0.388420254,-23.60343136,0.763965686,0.08680256
26m / y,O08609,Mlx,Max-like protein X,MLX_MOUSE,4,-0.358883351,0.358883351,28.24329076,1.282432908,0.086880599
26m / y,Q8BH49,Fam109a,Sesquipedalian-1,SESQ1_MOUSE,2,0.151547894,0.151547894,-9.971598693,0.900284013,0.086902345
26m / y,Q924K8,Mta3,Metastasis-associated protein MTA3,MTA3_MOUSE,19,0.144086152,0.144086152,-9.504757908,0.904952421,0.086902345
26m / y,Q9DBP0,Slc34a2,Sodium-dependent phosphate transport protein 2B,NPT2B_MOUSE,9,-0.357382536,0.357382536,28.10995046,1.281099505,0.086990249
26m / y,Q3TC33,Ccdc127,Coiled-coil domain-containing protein 127,CC127_MOUSE,4,0.764193714,0.764193714,-41.12176675,0.588782332,0.087050947
26m / y,Q9D880,Timm50,Mitochondrial import inner membrane translocase subunit TIM50,TIM50_MOUSE,18,-0.261165172,0.261165172,19.84462217,1.198446222,0.087073776
26m / y,Q9R0Q3,Tmed2,Transmembrane emp24 domain-containing protein 2,TMED2_MOUSE,10,-0.417428643,0.417428643,33.55450513,1.335545051,0.087112601
26m / y,O88708,Orc4,Origin recognition complex subunit 4,ORC4_MOUSE,3,-0.500744104,0.500744104,41.49431649,1.414943165,0.087113325
26m / y,O08997,Atox1,Copper transport protein ATOX1,ATOX1_MOUSE,5,0.242232099,0.242232099,-15.45637364,0.845436264,0.087153782
26m / y,Q6VGS5,Ccdc88c,Protein Daple,DAPLE_MOUSE,15,0.349153817,0.349153817,-21.49555853,0.785044415,0.087187361
26m / y,Q80Y61,Baiap2l2,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 2,BI2L2_MOUSE,19,0.254201293,0.254201293,-16.15488092,0.838451191,0.087234093
26m / y,Q62018,Ctr9,RNA polymerase-associated protein CTR9 homolog,CTR9_MOUSE,15,-0.21856612,0.21856612,16.35765444,1.163576544,0.08723998
26m / y,Q91WM1,Strbp,Spermatid perinuclear RNA-binding protein,STRBP_MOUSE,17,-0.273756951,0.273756951,20.89519881,1.208951988,0.08723998
26m / y,Q9Z0F8,Adam17,Disintegrin and metalloproteinase domain-containing protein 17,ADA17_MOUSE,8,0.133500576,0.133500576,-8.838319565,0.911616804,0.087284525
26m / y,Q99JV5,Stard4,StAR-related lipid transfer protein 4,STAR4_MOUSE,5,0.208528206,0.208528206,-13.45803437,0.865419656,0.087409469
26m / y,Q61559,Fcgrt,IgG receptor FcRn large subunit p51,FCGRN_MOUSE,3,-0.22279413,0.22279413,16.69915627,1.166991563,0.08758337
26m / y,P40124,Cap1,Adenylyl cyclase-associated protein 1,CAP1_MOUSE,38,0.11014007,0.11014007,-7.350189557,0.926498104,0.087662109
26m / y,Q9DB96,Ngdn,Neuroguidin,NGDN_MOUSE,5,-0.443452358,0.443452358,35.98545586,1.359854559,0.087724366
26m / y,Q91WL0,Eps8l3,Epidermal growth factor receptor kinase substrate 8-like protein 3,ES8L3_MOUSE,34,0.179166511,0.179166511,-11.67868917,0.883213108,0.087768355
26m / y,Q8K1E0,Stx5,Syntaxin-5,STX5_MOUSE,15,-0.136615574,0.136615574,9.932318073,1.099323181,0.087857437
26m / y,P97452,Bop1,Ribosome biogenesis protein BOP1,BOP1_MOUSE,19,-0.186011866,0.186011866,13.76145844,1.137614584,0.087861931
26m / y,P52480,Pkm,Pyruvate kinase PKM,KPYM_MOUSE,37,0.105196536,0.105196536,-7.032171431,0.929678286,0.088144534
26m / y,Q8K1L5,Ppp1r11,Protein phosphatase 1 regulatory subunit 11,PP1RB_MOUSE,2,-0.99036777,0.99036777,98.66913715,1.986691371,0.088262951
26m / y,Q08652,Rbp2,Retinol-binding protein 2,RET2_MOUSE,10,-0.583725452,0.583725452,49.87143665,1.498714366,0.088461147
26m / y,Q810B6,Ankfy1,Rabankyrin-5,ANFY1_MOUSE,27,0.115730479,0.115730479,-7.708510682,0.922914893,0.088465526
26m / y,O55029,Copb2,Coatomer subunit beta',COPB2_MOUSE,54,-0.111472055,0.111472055,8.03299901,1.08032999,0.088544795
26m / y,E9Q5G3,Kif23,Kinesin-like protein KIF23,KIF23_MOUSE,7,-0.437225282,0.437225282,35.39976943,1.353997694,0.088666991
26m / y,Q9Z0S9,Rabac1,Prenylated Rab acceptor protein 1,PRAF1_MOUSE,5,0.389437914,0.389437914,-23.65730159,0.763426984,0.088821867
26m / y,Q91VA1,Slc44a4,Choline transporter-like protein 4,CTL4_MOUSE,7,0.469296694,0.469296694,-27.76833625,0.722316637,0.088835321
26m / y,Q8BHC7,Rhbdd1,Rhomboid-related protein 4,RHBL4_MOUSE,1,-0.475572795,0.475572795,39.047017,1.39047017,0.088937321
26m / y,Q8JZY4,Kiaa0391,Mitochondrial ribonuclease P protein 3,MRRP3_MOUSE,4,-0.34712407,0.34712407,27.20223943,1.272022394,0.089276057
26m / y,P10649,Gstm1,Glutathione S-transferase Mu 1,GSTM1_MOUSE,18,0.290597647,0.290597647,-18.24366934,0.817563307,0.089295337
26m / y,Q8R2T8,Gtf3c5,General transcription factor 3C polypeptide 5,TF3C5_MOUSE,8,-0.39407149,0.39407149,31.40967427,1.314096743,0.089404113
26m / y,Q9CYH2,Fam213a,Redox-regulatory protein FAM213A,F213A_MOUSE,17,-0.225733563,0.225733563,16.93716847,1.169371685,0.089481778
26m / y,Q8VBW6,Nae1,NEDD8-activating enzyme E1 regulatory subunit,ULA1_MOUSE,11,0.445678353,0.445678353,-26.57610027,0.734238997,0.089526297
26m / y,Q8CIF6,Sidt2,SID1 transmembrane family member 2,SIDT2_MOUSE,6,0.436103582,0.436103582,-26.08718541,0.739128146,0.089722591
26m / y,Q9D1M4,Eef1e1,Eukaryotic translation elongation factor 1 epsilon-1,MCA3_MOUSE,6,-0.406895727,0.406895727,32.58299304,1.32582993,0.089722591
26m / y,P06802,Enpp1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,ENPP1_MOUSE,4,0.339886069,0.339886069,-20.98962955,0.790103704,0.089825536
26m / y,Q61152,Ptpn18,Tyrosine-protein phosphatase non-receptor type 18,PTN18_MOUSE,1,0.206987232,0.206987232,-13.36554764,0.866344524,0.089825536
26m / y,Q9CQQ4,Gemin2,Gem-associated protein 2,GEMI2_MOUSE,2,-0.719304204,0.719304204,64.63878082,1.646387808,0.089825536
26m / y,Q9DB77,Uqcrc2,"Cytochrome b-c1 complex subunit 2, mitochondrial",QCR2_MOUSE,26,0.177443027,0.177443027,-11.57311505,0.884268849,0.089825536
26m / y,Q9EPC5,Rbp7,Retinoid-binding protein 7,RET7_MOUSE,3,-0.549804628,0.549804628,46.38874405,1.463887441,0.089825536
26m / y,Q9JIA7,Sphk2,Sphingosine kinase 2,SPHK2_MOUSE,9,0.30160585,0.30160585,-18.86512113,0.811348789,0.089825983
26m / y,Q3UHX0,Nol8,Nucleolar protein 8,NOL8_MOUSE,11,-0.91218245,0.91218245,88.1890193,1.881890193,0.089831705
26m / y,Q9DBG6,Rpn2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2_MOUSE,34,-0.193764955,0.193764955,14.37446181,1.143744618,0.089890417
26m / y,Q9JMA1,Usp14,Ubiquitin carboxyl-terminal hydrolase 14,UBP14_MOUSE,23,0.143392235,0.143392235,-9.461220421,0.905387796,0.089996454
26m / y,Q8CFJ7,Slc25a45,Solute carrier family 25 member 45,S2545_MOUSE,15,0.456050068,0.456050068,-27.102061,0.72897939,0.090097074
26m / y,Q9DCA5,Brix1,Ribosome biogenesis protein BRX1 homolog,BRX1_MOUSE,10,-0.266205162,0.266205162,20.2640261,1.202640261,0.090097074
26m / y,P28309,Defa2,Alpha-defensin 2,DEFA2_MOUSE,2,0.891614258,0.891614258,-46.09893283,0.539010672,0.090143188
26m / y,O35900,Lsm2,U6 snRNA-associated Sm-like protein LSm2,LSM2_MOUSE,7,-0.258532882,0.258532882,19.62615729,1.196261573,0.090211272
26m / y,Q8BXQ2,Pigt,GPI transamidase component PIG-T,PIGT_MOUSE,13,0.175296277,0.175296277,-11.44143665,0.885585634,0.090408521
26m / y,Q91YT7,Ythdf2,YTH domain-containing family protein 2,YTHD2_MOUSE,9,-0.264277518,0.264277518,20.10344371,1.201034437,0.090693121
26m / y,Q9QYJ0,Dnaja2,DnaJ homolog subfamily A member 2,DNJA2_MOUSE,27,-0.157875076,0.157875076,11.56427138,1.115642714,0.090795533
26m / y,Q8VBT0,Tmx1,Thioredoxin-related transmembrane protein 1,TMX1_MOUSE,6,0.114461891,0.114461891,-7.627321406,0.923726786,0.090888665
26m / y,Q8R1G6,Pdlim2,PDZ and LIM domain protein 2,PDLI2_MOUSE,7,0.452402115,0.452402115,-26.91750032,0.730824997,0.091123373
26m / y,P01751;P01754,Ighv1-72;Ighv1-62-3,Ig heavy chain V region B1-8/186-2;Ig heavy chain V region 1-62-3,HVM07_MOUSE;HVM10_MOUSE,4,1.112516403,1.112516403,-53.75133597,0.46248664,0.091473944
26m / y,Q9CWR2,Smyd3,Histone-lysine N-methyltransferase SMYD3,SMYD3_MOUSE,1,0.441278517,0.441278517,-26.35183511,0.736481649,0.091669956
26m / y,Q9JLJ5,Elovl1,Elongation of very long chain fatty acids protein 1,ELOV1_MOUSE,2,-0.585445762,0.585445762,50.05025406,1.500502541,0.091768901
26m / y,Q9QXL1,Kif21b,Kinesin-like protein KIF21B,KI21B_MOUSE,2,1.197665572,1.197665572,-56.40198284,0.435980172,0.091832497
26m / y,Q9WUK4,Rfc2,Replication factor C subunit 2,RFC2_MOUSE,13,-0.289122641,0.289122641,22.18969687,1.221896969,0.091832497
26m / y,Q9R1Q9,Atp6ap1,V-type proton ATPase subunit S1,VAS1_MOUSE,6,-0.639218509,0.639218509,55.74852595,1.557485259,0.091916039
26m / y,Q80WG5,Lrrc8a,Volume-regulated anion channel subunit LRRC8A,LRC8A_MOUSE,3,0.552206516,0.552206516,-31.80237118,0.681976288,0.092192775
26m / y,Q9CZU3,Skiv2l2,Superkiller viralicidic activity 2-like 2,SK2L2_MOUSE,32,-0.110302858,0.110302858,7.94548175,1.079454817,0.092216941
26m / y,Q9EP89,Lactb,"Serine beta-lactamase-like protein LACTB, mitochondrial",LACTB_MOUSE,14,0.378845453,0.378845453,-23.0947205,0.769052795,0.092216941
26m / y,O54833,Csnk2a2,Casein kinase II subunit alpha',CSK22_MOUSE,7,0.299845278,0.299845278,-18.7660489,0.812339511,0.092235215
26m / y,P61255,Rpl26,60S ribosomal protein L26,RL26_MOUSE,17,-0.286876529,0.286876529,21.99960946,1.219996095,0.092356607
26m / y,Q9D869,Chp2,Calcineurin B homologous protein 2,CHP2_MOUSE,11,0.333484441,0.333484441,-20.63826018,0.793617398,0.092356607
26m / y,Q9QXY1,Tjp3,Tight junction protein ZO-3,ZO3_MOUSE,26,0.130636364,0.130636364,-8.657154651,0.913428453,0.092455819
26m / y,Q9WU62,Incenp,Inner centromere protein,INCE_MOUSE,14,-0.482428223,0.482428223,39.70931582,1.397093158,0.092455819
26m / y,Q8QZY9,Sf3b4,Splicing factor 3B subunit 4,SF3B4_MOUSE,9,0.240858287,0.240858287,-15.37582827,0.846241717,0.092535809
26m / y,Q9D8H7,Oma1,"Metalloendopeptidase OMA1, mitochondrial",OMA1_MOUSE,2,-0.547191501,0.547191501,46.12383277,1.461238328,0.092737852
26m / y,Q3UFM5,Nom1,Nucleolar MIF4G domain-containing protein 1,NOM1_MOUSE,3,-0.543527961,0.543527961,45.75324069,1.457532407,0.092835029
